"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C9";"CP_EIA-3216-18_Kemet-A";1;"100µF";;;
2;"C4,C7";"C_0805_2012Metric";2;"10u";;;
3;"C3,C2,C1";"C_0603_1608Metric";3;"100n";;;
4;"R1,R5,R3,R2";"R_0603_1608Metric";4;"10k";;;
5;"C6";"C_0603_1608Metric";1;"8.2p";;;
6;"C5";"C_0603_1608Metric";1;"1u";;;
7;"J3";"microSD_HC_Hirose_DM3AT-SF-PEJM5";1;"Micro_SD_Card";;;
